"tract","Name","Employment_Rate_rP_gP_pall"
6037601501,"Inglewood, CA",0.7346
6037216900,"Central LA, Los Angeles, CA",0.7346
6037532302,"South Montebello, Los Angeles, CA",0.7345
6037572301,"Arlington, Long Beach, CA",0.7344
6037482201,"Monterey Park, CA",0.7342
6037702700,"Park West, Culver City, CA",0.7342
6037231500,"Leimert Park, Los Angeles, CA",0.7342
6037570203,"North Long Beach, Long Beach, CA",0.7341
6037532604,"Huntington Park, CA",0.7341
6037600502,"Inglewood, CA",0.734
6037530302,"South Montebello, East Los Angeles, CA",0.734
6037222600,"South Los Angeles, Los Angeles, CA",0.7339
6037533401,"Maywood, CA",0.7338
6037203500,"Boyle Heights, Los Angeles, CA",0.7338
6037433401,"South El Monte, CA",0.7338
6037532700,"South Los Angeles, Los Angeles, CA",0.7337
6037542000,"Compton, CA",0.7337
6037702300,"Sunset Park, Santa Monica, CA",0.7337
6037601402,"Inglewood, CA",0.7336
6037620522,"North Redondo, Redondo Beach, CA",0.7336
6037533805,"Bell, CA",0.7336
6037550901,"Downey, CA",0.7333
6037602403,"Hawthorne, CA",0.7333
6037226700,"South Los Angeles, Los Angeles, CA",0.7328
6037212305,"Central LA, Los Angeles, CA",0.7327
6037208302,"Central LA, Los Angeles, CA",0.7327
6037601303,"Inglewood, CA",0.7327
6037204600,"Boyle Heights, Los Angeles, CA",0.7325
6037433305,"El Monte, CA",0.7325
6037534502,"Huntington Park, CA",0.7324
6037204120,"Central LA, Los Angeles, CA",0.7324
6037192410,"Central LA, Los Angeles, CA",0.7324
6037540102,"Lynwood, CA",0.7323
6037620702,"North Redondo, Redondo Beach, CA",0.7322
6037535802,"South Gate, CA",0.7321
6037554204,"Bellflower, CA",0.7318
6037703100,"View Park, View Park-Windsor Hills, CA",0.7318
6037535502,"South Gate, CA",0.7318
6037542103,"Compton, CA",0.7317
6037535603,"South Gate, CA",0.7317
6037433501,"El Monte City, South El Monte, CA",0.7316
6037218120,"Central LA, Los Angeles, CA",0.7316
6037265700,"Westwood, Los Angeles, CA",0.7313
6037231300,"South Los Angeles, Los Angeles, CA",0.7313
6037602003,"Inglewood, CA",0.7313
6037229100,"Central Alameda, Los Angeles, CA",0.7312
6037534406,"Cudahy, CA",0.7311
6037533603,"Bell, CA",0.7311
6037600802,"Morningside Park, Inglewood, CA",0.7311
6037433504,"El Monte City, El Monte, CA",0.731
6037222500,"South Los Angeles, Los Angeles, CA",0.731
6037211804,"Central LA, Los Angeles, CA",0.7309
6037234502,"South Los Angeles, Los Angeles, CA",0.7305
6037239602,"South Los Angeles, Los Angeles, CA",0.7305
6037531101,"Los Angeles, CA",0.7303
6037571502,"Bixby North, Long Beach, CA",0.7301
6037267501,"West Los Angeles, Los Angeles, CA",0.73
6037201110,"Northeast Los Angeles, Los Angeles, CA",0.73
6037603400,"Gardena, CA",0.7299
6037534202,"South Montebello, Bell Gardens, CA",0.7299
6037211910,"Central LA, Los Angeles, CA",0.7296
6037601001,"Inglewood, CA",0.7294
6037269601,"Central LA, Los Angeles, CA",0.7293
6059086901,"Southwest Anaheim, Anaheim, CA",0.7293
6037601700,"Inglewood, CA",0.7293
6037554301,"Bellflower, CA",0.7291
6037530801,"Los Angeles, CA",0.7291
6037532500,"Huntington Park, CA",0.7291
6037212203,"Central LA, Los Angeles, CA",0.729
6037604002,"Lawndale, CA",0.7289
6037530500,"East Los Angeles, CA",0.7289
6037267100,"West Los Angeles, Los Angeles, CA",0.7289
6037433901,"El Monte, CA",0.7289
6037240800,"South Los Angeles, Los Angeles, CA",0.7288
6037650602,"Torrance, CA",0.7288
6037231210,"South Los Angeles, Los Angeles, CA",0.7287
6037433102,"El Monte City, El Monte, CA",0.7287
6037433801,"South El Monte, CA",0.7285
6037601502,"Inglewood, CA",0.7285
6037265510,"Westwood, Los Angeles, CA",0.7282
6037541802,"Lynwood, CA",0.7282
6037277100,"Westchester, Los Angeles, CA",0.7281
6037540202,"Lynwood, CA",0.7281
6037530901,"Los Angeles, CA",0.7281
6037433403,"El Monte, CA",0.7281
6037276100,"Los Angeles, CA",0.7278
6037702501,"Carlson Park, Culver City, CA",0.7275
6037275500,"Culver City, CA",0.7275
6037213201,"Central LA, Los Angeles, CA",0.7274
6037228310,"South Los Angeles, Los Angeles, CA",0.7273
6037269700,"Beverlywood, Los Angeles, CA",0.727
6037212202,"Central LA, Los Angeles, CA",0.727
6037540203,"Lynwood, CA",0.727
6037191500,"Central LA, Los Angeles, CA",0.7269
6037650003,"Northwest Torrance, Torrance, CA",0.7269
6037214503,"Central LA, Los Angeles, CA",0.7268
6037221602,"Central LA, Los Angeles, CA",0.7267
6037570403,"College Square, Long Beach, CA",0.7267
6037603704,"Hawthorne, CA",0.7265
6037240900,"South Los Angeles, Los Angeles, CA",0.7265
6037218701,"Central LA, Los Angeles, CA",0.7264
6037620601,"North Redondo, Redondo Beach, CA",0.7263
6037531503,"East Los Angeles, CA",0.7263
6037533703,"Maywood, CA",0.7262
6037542800,"Compton, CA",0.7261
6037201401,"Northeast Los Angeles, Los Angeles, CA",0.7259
6037238400,"South Los Angeles, Los Angeles, CA",0.7258
6037541700,"Lynwood, CA",0.7256
6037234600,"Park Mesa Heights, Los Angeles, CA",0.7253
6037204910,"Boyle Heights, Los Angeles, CA",0.7253
6037275311,"Los Angeles, CA",0.7253
6037501804,"Whittier, CA",0.7252
6037533105,"Huntington Park, CA",0.7252
6037543000,"Compton, CA",0.7252
6037224200,"Central LA, Los Angeles, CA",0.7252
6037219800,"Los Angeles, CA",0.7251
6037571703,"Addams, Long Beach, CA",0.7249
6037541604,"Compton, CA",0.7248
6037602801,"South Los Angeles, Los Angeles, CA",0.7247
6037501400,"Whittier, CA",0.7246
6037227010,"South Los Angeles, Los Angeles, CA",0.7246
6037503000,"Whittier, CA",0.7244
6037542602,"Compton, CA",0.7243
6037570202,"Hamilton, Long Beach, CA",0.7243
6037532101,"South Montebello, Montebello, CA",0.7242
6037531201,"Los Angeles, CA",0.7239
6037219700,"Jefferson, Los Angeles, CA",0.7238
6037203100,"Northeast Los Angeles, Los Angeles, CA",0.7237
6037603900,"Lawndale, CA",0.7235
6037203200,"Boyle Heights, Los Angeles, CA",0.7234
6037603102,"Gardena, CA",0.7234
6037203900,"Boyle Heights, Los Angeles, CA",0.7234
6037534102,"South Montebello, Bell Gardens, CA",0.7233
6037701702,"Downtown, Santa Monica, CA",0.7232
6037532900,"South Los Angeles, Los Angeles, CA",0.7229
6037232110,"South Figueroa Corridor, Los Angeles, CA",0.7228
6037550601,"Downey, CA",0.7228
6037267200,"West Los Angeles, Los Angeles, CA",0.7227
6037553502,"Paramount, CA",0.7225
6037603200,"Gardena, CA",0.7225
6037534900,"South Los Angeles, Los Angeles, CA",0.7224
6037536104,"South Gate, CA",0.7223
6037234300,"Leimert Park, Los Angeles, CA",0.7221
6037533701,"Maywood, CA",0.722
6037602105,"Hawthorne, CA",0.722
6037275602,"Westchester, Los Angeles, CA",0.722
6037211310,"Central LA, Los Angeles, CA",0.7219
6037433307,"El Monte, CA",0.7219
6037603005,"Gardena, CA",0.7219
6037553802,"Paramount, CA",0.7218
6037534405,"Cudahy, CA",0.7217
6037293202,"Harbor Gateway South, Torrance, CA",0.7217
6037533803,"Bell, CA",0.7216
6037240020,"South Los Angeles, Los Angeles, CA",0.7214
6037208000,"Central LA, Los Angeles, CA",0.7213
6037531602,"South Montebello, East Los Angeles, CA",0.7213
6037213100,"Central LA, Los Angeles, CA",0.7212
6037604100,"Lawndale, CA",0.7211
6037570303,"North Long Beach, Long Beach, CA",0.721
6037570301,"North Long Beach, Long Beach, CA",0.7208
6037602509,"Hawthorne, CA",0.7207
6037434001,"El Monte, CA",0.7207
6037237300,"South Los Angeles, Los Angeles, CA",0.7207
6037532002,"South Montebello, Montebello, CA",0.7206
6037540201,"South Gate, CA",0.7204
6037701000,"Beverly Hills, CA",0.7204
6037228600,"South Los Angeles, Los Angeles, CA",0.7204
6037208502,"Central LA, Los Angeles, CA",0.7203
6037651221,"Southwood Riviera, Torrance, CA",0.7202
6037533602,"Bell, CA",0.7201
6037533403,"Maywood, CA",0.7197
6037277200,"Westchester, Los Angeles, CA",0.7196
6037199000,"Northeast Los Angeles, Los Angeles, CA",0.7193
6037554404,"Bellflower, CA",0.7193
6037272100,"Mar Vista, Los Angeles, CA",0.7193
6037218400,"Central LA, Los Angeles, CA",0.7189
6037602900,"Gardena, CA",0.7188
6037269602,"Central LA, Los Angeles, CA",0.7187
6037232600,"South Los Angeles, Los Angeles, CA",0.7186
6037222200,"South Los Angeles, Los Angeles, CA",0.7185
6037542105,"Compton, CA",0.7185
6037185202,"Mount Washington, Los Angeles, CA",0.7183
6037211201,"Central LA, Los Angeles, CA",0.7182
6037221710,"Jefferson, Los Angeles, CA",0.718
6037221500,"South Los Angeles, Los Angeles, CA",0.718
6037601801,"Inglewood, CA",0.7178
6037535300,"South Los Angeles, Los Angeles, CA",0.7177
6037602002,"Hawthorne, CA",0.7177
6037262400,"Brentwood, Los Angeles, CA",0.7176
6037269000,"Cheviot Hills, Los Angeles, CA",0.7175
6037216700,"Central LA, Los Angeles, CA",0.7174
6037220000,"Jefferson, Los Angeles, CA",0.7174
6037213310,"Central LA, Los Angeles, CA",0.7173
6037239702,"South Los Angeles, Los Angeles, CA",0.717
6037215102,"Central LA, Los Angeles, CA",0.7169
6037533402,"Maywood, CA",0.7165
6037531604,"East Los Angeles, CA",0.7165
6037212204,"Central LA, Los Angeles, CA",0.7163
6037270300,"Central LA, Los Angeles, CA",0.7162
6037621400,"South Redondo, Redondo Beach, CA",0.7162
6037600601,"Inglewood, CA",0.7161
6037601802,"Inglewood, CA",0.7161
6037532400,"Vernon, CA",0.7161
6037621002,"Hermosa Beach, CA",0.7159
6037204700,"Boyle Heights, Los Angeles, CA",0.7158
6037221820,"Jefferson, Los Angeles, CA",0.7157
6037533104,"Huntington Park, CA",0.7156
6037203800,"Boyle Heights, Los Angeles, CA",0.7156
6037211922,"Central LA, Los Angeles, CA",0.7156
6037232120,"South Los Angeles, Los Angeles, CA",0.7152
6037267902,"Rancho Park, Los Angeles, CA",0.7152
6037600304,"South Los Angeles, Los Angeles, CA",0.7152
6037240401,"South Los Angeles, Los Angeles, CA",0.7152
6037532605,"Huntington Park, CA",0.7151
6037600400,"South Los Angeles, Los Angeles, CA",0.7151
6037530101,"South Montebello, Montebello, CA",0.7151
6037501503,"Whittier, CA",0.715
6037542106,"East Compton, CA",0.715
6037543100,"Compton, CA",0.715
6037650800,"Park Plaza, Torrance, CA",0.7149
6037531202,"Los Angeles, CA",0.7149
6037232400,"South Los Angeles, Los Angeles, CA",0.7149
6037273200,"Venice, Los Angeles, CA",0.7148
6037603001,"Gardena, CA",0.7143
6037535400,"South Los Angeles, Los Angeles, CA",0.7142
6037203600,"Boyle Heights, Los Angeles, CA",0.714
6037224420,"South Los Angeles, Los Angeles, CA",0.7138
6037535501,"South Gate, CA",0.7137
6037702202,"Sunset Park, Santa Monica, CA",0.7136
6037241120,"South Los Angeles, Los Angeles, CA",0.7134
6037540902,"South Los Angeles, Los Angeles, CA",0.7133
6037231600,"South Los Angeles, Los Angeles, CA",0.7132
6037221303,"Central LA, Los Angeles, CA",0.7132
6037275102,"Culver City, CA",0.7131
6037221120,"Central LA, Los Angeles, CA",0.7129
6037211320,"Central LA, Los Angeles, CA",0.7128
6037272301,"Mar Vista, Los Angeles, CA",0.7125
6037602104,"Hawthorne, CA",0.7122
6037702901,"Marina del Rey, CA",0.7122
6037191620,"Central LA, Los Angeles, CA",0.7121
6037541801,"Lynwood, CA",0.712
6037241002,"South Los Angeles, Los Angeles, CA",0.7119
6037204200,"Boyle Heights, Los Angeles, CA",0.7117
6037212303,"Central LA, Los Angeles, CA",0.7117
6037211802,"Central LA, Los Angeles, CA",0.7116
6037262100,"Bel Air, Los Angeles, CA",0.7115
6037700300,"Central LA, West Hollywood, CA",0.7114
6037216402,"Central LA, Los Angeles, CA",0.7114
6037222002,"South Los Angeles, Los Angeles, CA",0.7113
6037237800,"South Los Angeles, Los Angeles, CA",0.7113
6037701602,"Mid-City, Santa Monica, CA",0.7112
6037218210,"Central LA, Los Angeles, CA",0.7112
6037571701,"North Long Beach, Long Beach, CA",0.7112
6037221402,"Central LA, Los Angeles, CA",0.711
6037234800,"Park Mesa Heights, Los Angeles, CA",0.7109
6037204810,"Boyle Heights, Los Angeles, CA",0.7108
6037267502,"West Los Angeles, Los Angeles, CA",0.7107
6037980010,"Echo Park, Los Angeles, CA",0.7106
6037433503,"El Monte City, South El Monte, CA",0.7105
6037238000,"South Los Angeles, Los Angeles, CA",0.7103
6037550902,"Downey, CA",0.7102
6037700400,"Central LA, West Hollywood, CA",0.71
6037199110,"Montecito Heights, Los Angeles, CA",0.7099
6037265601,"Westwood, Los Angeles, CA",0.7095
6037226410,"South Los Angeles, Los Angeles, CA",0.7094
6037533103,"Huntington Park, CA",0.7094
6037554103,"Bellflower, CA",0.7093
6037433402,"El Monte, CA",0.7091
6037550500,"Downey, CA",0.7091
6037535102,"South Los Angeles, Los Angeles, CA",0.709
6037219901,"Los Angeles, CA",0.7089
6037291220,"Harbor, Gardena, CA",0.7087
6037602504,"Hawthorne, CA",0.7086
6037701601,"Northeast, Santa Monica, CA",0.7086
6037501504,"Whittier, CA",0.7082
6037208620,"Central LA, Los Angeles, CA",0.7082
6037532603,"Huntington Park, CA",0.7081
6037551102,"Downey, CA",0.708
6037221810,"South Los Angeles, Los Angeles, CA",0.708
6037243000,"South Los Angeles, Los Angeles, CA",0.7075
6037621001,"Hermosa Beach, CA",0.7074
6037703001,"Fox Hills, Culver City, CA",0.7074
6037271702,"Palms, Los Angeles, CA",0.7072
6037702502,"Culver City, CA",0.7071
6037274100,"Venice, Marina del Rey, CA",0.707
6037535804,"South Gate, CA",0.7069
6037531000,"Los Angeles, CA",0.7066
6037239310,"South Los Angeles, Los Angeles, CA",0.7065
6037531302,"Los Angeles, CA",0.7065
6037195720,"Echo Park, Los Angeles, CA",0.7063
6037212101,"Central LA, Los Angeles, CA",0.7063
6037500402,"El Rancho, Pico Rivera, CA",0.7062
6037533601,"Bell, CA",0.7061
6037534803,"Huntington Park, CA",0.7059
6037224600,"South Figueroa Corridor, Los Angeles, CA",0.7058
6037221900,"South Los Angeles, Los Angeles, CA",0.7054
6037553400,"Downey, CA",0.705
6037542501,"Compton, CA",0.7046
6037432801,"El Monte City, El Monte, CA",0.7046
6037501803,"Whittier, CA",0.7045
6037530400,"Monterey Park, CA",0.7044
6037540800,"South Los Angeles, Los Angeles, CA",0.7043
6037228100,"South Los Angeles, Los Angeles, CA",0.7043
6037602802,"South Los Angeles, Los Angeles, CA",0.7042
6037541200,"Compton, CA",0.7041
6037211202,"Central LA, Los Angeles, CA",0.704
6037207900,"Central LA, Los Angeles, CA",0.7039
6037542200,"Compton, CA",0.7038
6037542601,"Compton, CA",0.7038
6037500500,"El Rancho, Pico Rivera, CA",0.7038
6037242200,"South Los Angeles, Los Angeles, CA",0.7037
6037540502,"Lynwood, CA",0.7035
6037531901,"South Montebello, East Los Angeles, CA",0.7033
6037208904,"Central LA, Los Angeles, CA",0.7032
6037218702,"Jefferson, Los Angeles, CA",0.7032
6037232700,"South Figueroa Corridor, Los Angeles, CA",0.7031
6037212502,"Central LA, Los Angeles, CA",0.7031
6037543201,"Compton, CA",0.703
6037209104,"Central LA, Los Angeles, CA",0.7029
6037228210,"South Los Angeles, Los Angeles, CA",0.7027
6037213402,"Central LA, Los Angeles, CA",0.7026
6037600201,"South Los Angeles, Los Angeles, CA",0.7023
6037601100,"Inglewood, CA",0.7021
6037267402,"West Los Angeles, Los Angeles, CA",0.7021
6037234501,"South Los Angeles, Los Angeles, CA",0.7015
6037542502,"Compton, CA",0.7015
6037238200,"South Los Angeles, Los Angeles, CA",0.7013
6037502802,"Santa Fe Springs, CA",0.7012
6037214700,"Beverly Grove, Los Angeles, CA",0.7011
6037214901,"Beverly Grove, West Hollywood, CA",0.701
6037240200,"South Los Angeles, Los Angeles, CA",0.7007
6037195804,"Silver Lake, Los Angeles, CA",0.7007
6037541605,"Compton, CA",0.7006
6037540400,"South Los Angeles, Los Angeles, CA",0.7005
6037555102,"Lakewood, CA",0.7003
6037535200,"South Los Angeles, Los Angeles, CA",0.7001
6037552400,"Norwalk, CA",0.7001
6037191902,"Central LA, Los Angeles, CA",0.7
6037530802,"Los Angeles, CA",0.7
6037229410,"South Los Angeles, Los Angeles, CA",0.6996
6037620303,"Manhattan Beach, CA",0.6995
6037600704,"Morningside Park, Inglewood, CA",0.6995
6037238310,"South Figueroa Corridor, Los Angeles, CA",0.6995
6037237402,"South Los Angeles, Los Angeles, CA",0.6994
6037531702,"South Montebello, East Los Angeles, CA",0.6993
6037540901,"South Los Angeles, Los Angeles, CA",0.6991
6037535101,"South Los Angeles, Los Angeles, CA",0.6988
6037231800,"South Figueroa Corridor, Los Angeles, CA",0.6982
6037231400,"Leimert Park, Los Angeles, CA",0.6982
6037231100,"South Los Angeles, Los Angeles, CA",0.6977
6037533202,"Huntington Park, CA",0.6977
6037242700,"South Los Angeles, Los Angeles, CA",0.6974
6037277400,"Los Angeles, CA",0.6973
6037229300,"South Figueroa Corridor, Los Angeles, CA",0.6972
6037228320,"South Los Angeles, Los Angeles, CA",0.6972
6037209401,"Central LA, Los Angeles, CA",0.6972
6037271802,"Palms, Los Angeles, CA",0.697
6037701802,"Pico, Santa Monica, CA",0.6969
6037267404,"Sawtelle, Los Angeles, CA",0.6969
6037205110,"Boyle Heights, Los Angeles, CA",0.6964
6037267600,"Sawtelle, Los Angeles, CA",0.6963
6037228720,"South Los Angeles, Los Angeles, CA",0.6963
6037701701,"Mid-City, Santa Monica, CA",0.6959
6037292000,"Harbor, Torrance, CA",0.6956
6037542900,"Compton, CA",0.6955
6037553902,"Paramount, CA",0.6955
6037211122,"Central LA, Los Angeles, CA",0.695
6037209510,"Central LA, Los Angeles, CA",0.6949
6037239330,"South Los Angeles, Los Angeles, CA",0.6948
6037236100,"Baldwin Village, Los Angeles, CA",0.6946
6037240402,"South Los Angeles, Los Angeles, CA",0.6945
6037265420,"Westwood, Los Angeles, CA",0.6945
6037541500,"South Los Angeles, Compton, CA",0.6942
6037267300,"West Los Angeles, Los Angeles, CA",0.6942
6037534201,"South Montebello, Bell Gardens, CA",0.6942
6037232500,"South Los Angeles, Los Angeles, CA",0.6942
6037600302,"South Los Angeles, Los Angeles, CA",0.6942
6037242300,"South Los Angeles, Los Angeles, CA",0.6938
6037601211,"Inglewood, CA",0.6938
6037542700,"Compton, CA",0.6936
6037221304,"Central LA, Los Angeles, CA",0.6934
6037209820,"Central LA, Los Angeles, CA",0.6934
6037228420,"South Los Angeles, Los Angeles, CA",0.6934
6037238320,"South Figueroa Corridor, Los Angeles, CA",0.6934
6037237720,"South Figueroa Corridor, Los Angeles, CA",0.6932
6037192420,"Central LA, Los Angeles, CA",0.6931
6037231220,"South Figueroa Corridor, Los Angeles, CA",0.693
6037269500,"Beverlywood, Los Angeles, CA",0.6927
6037700902,"Beverly Hills, CA",0.6926
6037262303,"Brentwood, Los Angeles, CA",0.6925
6037243100,"South Los Angeles, Los Angeles, CA",0.6919
6037541100,"Compton, CA",0.6916
6037533002,"South Los Angeles, Los Angeles, CA",0.6915
6037239202,"South Los Angeles, Los Angeles, CA",0.6913
6037241201,"South Los Angeles, Los Angeles, CA",0.6909
6037227020,"South Los Angeles, Los Angeles, CA",0.6903
6037237710,"South Figueroa Corridor, Los Angeles, CA",0.6902
6037272302,"Mar Vista, Los Angeles, CA",0.6901
6037554403,"Bellflower, CA",0.69
6037218600,"Central LA, Los Angeles, CA",0.69
6037239801,"South Los Angeles, Los Angeles, CA",0.6898
6037265201,"Westwood, Los Angeles, CA",0.6897
6037541300,"Compton, CA",0.6896
6037211120,"Central LA, Los Angeles, CA",0.6896
6037207501,"Downtown, Los Angeles, CA",0.6895
6037265602,"Westwood, Los Angeles, CA",0.6892
6037603006,"Gardena, CA",0.689
6037541603,"Compton, CA",0.6889
6037542402,"Compton, CA",0.6889
6037262802,"Pacific Palisades, Santa Monica, CA",0.6886
6037264302,"Brentwood, Los Angeles, CA",0.6884
6037208903,"Central LA, Los Angeles, CA",0.6882
6037214501,"Central LA, Los Angeles, CA",0.6882
6037237201,"South Los Angeles, Los Angeles, CA",0.6879
6037216800,"Central LA, Los Angeles, CA",0.6875
6037502003,"East Whitter, Whittier, CA",0.6872
6037272201,"Mar Vista, Los Angeles, CA",0.6872
6037700901,"Central LA, Beverly Hills, CA",0.6871
6037543305,"Los Angeles County, CA",0.687
6037272202,"Mar Vista, Los Angeles, CA",0.687
6037570404,"Freeway Circle, Long Beach, CA",0.687
6037217002,"Central LA, Los Angeles, CA",0.6869
6037219300,"Jefferson, Los Angeles, CA",0.6867
6037541606,"Compton, CA",0.6857
6037240500,"South Los Angeles, Los Angeles, CA",0.6854
6037700102,"Central LA, West Hollywood, CA",0.6853
6037269903,"Palms, Los Angeles, CA",0.6853
6037224310,"Central LA, Los Angeles, CA",0.6851
6037239201,"South Los Angeles, Los Angeles, CA",0.685
6037239802,"South Los Angeles, Los Angeles, CA",0.6847
6037271901,"Mar Vista, Los Angeles, CA",0.6841
6037203720,"Boyle Heights, Los Angeles, CA",0.6838
6037240700,"South Los Angeles, Los Angeles, CA",0.6837
6037432802,"El Monte City, El Monte, CA",0.6834
6037229420,"South Los Angeles, Los Angeles, CA",0.6833
6037219020,"South Los Angeles, Los Angeles, CA",0.6831
6037208720,"Central LA, Los Angeles, CA",0.6829
6037239320,"South Los Angeles, Los Angeles, CA",0.6825
6037228800,"Central Alameda, Los Angeles, CA",0.6824
6037264000,"Brentwood, Los Angeles, CA",0.6823
6037231900,"South Figueroa Corridor, Los Angeles, CA",0.6821
6037271200,"Sawtelle, Los Angeles, CA",0.682
6037212620,"Central LA, Los Angeles, CA",0.6819
6037601302,"Inglewood, CA",0.6816
6037532800,"South Los Angeles, Los Angeles, CA",0.6816
6037602505,"Hawthorne, CA",0.6814
6037620904,"Manhattan Beach, CA",0.681
6037218900,"Jefferson, Los Angeles, CA",0.6806
6037602507,"Hawthorne, CA",0.6805
6037237900,"South Los Angeles, Los Angeles, CA",0.6802
6037208710,"Central LA, Los Angeles, CA",0.6801
6037212102,"Central LA, Los Angeles, CA",0.68
6037541002,"Carson, CA",0.68
6037226002,"Central LA, Los Angeles, CA",0.6799
6037542401,"Compton, CA",0.6796
6037236202,"Baldwin Village, Los Angeles, CA",0.6794
6037228500,"South Figueroa Corridor, Los Angeles, CA",0.6793
6037238100,"South Los Angeles, Los Angeles, CA",0.6792
6037240300,"South Los Angeles, Los Angeles, CA",0.6791
6037600602,"Inglewood, CA",0.6787
6037209300,"Central LA, Los Angeles, CA",0.6787
6037555211,"Hawaiian Gardens, CA",0.6786
6037551300,"Downey, CA",0.6786
6037208902,"Central LA, Los Angeles, CA",0.6783
6037600702,"Morningside Park, Inglewood, CA",0.6781
6037533300,"Maywood, CA",0.678
6037541400,"South Los Angeles, Compton, CA",0.6774
6037554105,"Bellflower, CA",0.677
6037273502,"Venice, Los Angeles, CA",0.6769
6037533201,"Huntington Park, CA",0.6762
6037273700,"Venice, Los Angeles, CA",0.6759
6037241400,"Harbor, Los Angeles, CA",0.6754
6037621326,"South Redondo, Redondo Beach, CA",0.6752
6037242000,"South Los Angeles, Los Angeles, CA",0.6752
6037241001,"South Los Angeles, Los Angeles, CA",0.6751
6037532200,"South Montebello, Montebello, CA",0.675
6037278102,"Playa del Rey, Los Angeles, CA",0.6746
6037228220,"South Los Angeles, Los Angeles, CA",0.6743
6037229200,"South Los Angeles, Los Angeles, CA",0.6743
6037236203,"Crenshaw, Los Angeles, CA",0.674
6037237102,"South Figueroa Corridor, Los Angeles, CA",0.6737
6037231710,"South Figueroa Corridor, Los Angeles, CA",0.6736
6037239501,"South Los Angeles, Los Angeles, CA",0.6736
6037228900,"Central Alameda, Los Angeles, CA",0.6731
6037191901,"Central LA, Los Angeles, CA",0.6727
6037534302,"Cudahy, CA",0.6726
6037600100,"South Los Angeles, Los Angeles, CA",0.6721
6037555212,"Hawaiian Gardens, CA",0.6719
6037228710,"Central Alameda, Los Angeles, CA",0.6717
6037212900,"Central LA, Los Angeles, CA",0.6715
6037701501,"Wilshire Montana, Santa Monica, CA",0.6715
6037209102,"Central LA, Los Angeles, CA",0.6714
6037214902,"Central LA, Los Angeles, CA",0.6707
6037267901,"Century City, Los Angeles, CA",0.6707
6037235202,"Park Mesa Heights, Los Angeles, CA",0.6707
6037192001,"Central LA, Los Angeles, CA",0.6706
6037543202,"Compton, CA",0.6702
6037273300,"Venice, Los Angeles, CA",0.67
6037553702,"Paramount, CA",0.6696
6037700501,"Central LA, West Hollywood, CA",0.6694
6037217001,"Pico - Robertson, Los Angeles, CA",0.6693
6037291110,"Harbor, Los Angeles, CA",0.6693
6037212304,"Central LA, Los Angeles, CA",0.6693
6037194401,"Beverly Grove, Los Angeles, CA",0.6689
6037269904,"Palms, Los Angeles, CA",0.6685
6037621204,"South Redondo, Redondo Beach, CA",0.6682
6037217100,"Central LA, Los Angeles, CA",0.668
6037600202,"South Los Angeles, Los Angeles, CA",0.6675
6037195901,"Silver Lake, Los Angeles, CA",0.6668
6037240010,"South Los Angeles, Los Angeles, CA",0.6665
6037209810,"Central LA, Los Angeles, CA",0.6641
6037212410,"Central LA, Los Angeles, CA",0.6639
6037204920,"Boyle Heights, Los Angeles, CA",0.6638
6037212501,"Central LA, Los Angeles, CA",0.6635
6037212702,"Central LA, Los Angeles, CA",0.6631
6037232800,"South Figueroa Corridor, Los Angeles, CA",0.6631
6037239701,"South Los Angeles, Los Angeles, CA",0.6629
6037218110,"Central LA, Los Angeles, CA",0.6628
6037240600,"South Los Angeles, Los Angeles, CA",0.6628
6037273600,"Venice, Los Angeles, CA",0.6622
6037237600,"South Figueroa Corridor, Los Angeles, CA",0.6621
6037209103,"Central LA, Los Angeles, CA",0.6618
6037275200,"Los Angeles, CA",0.6613
6037215101,"Central LA, Los Angeles, CA",0.6611
6037234700,"Park Mesa Heights, Los Angeles, CA",0.6608
6037241110,"South Los Angeles, Los Angeles, CA",0.6579
6037208801,"Central LA, Los Angeles, CA",0.6578
6037267800,"West Los Angeles, Los Angeles, CA",0.6571
6037571600,"Carmelitos, Long Beach, CA",0.655
6037237500,"South Figueroa Corridor, Los Angeles, CA",0.655
6037234901,"Park Mesa Heights, Los Angeles, CA",0.6542
6037700801,"Beverly Hills, CA",0.6542
6037192002,"Central LA, Los Angeles, CA",0.6534
6037203300,"Northeast Los Angeles, Los Angeles, CA",0.6532
6037224020,"South Los Angeles, Los Angeles, CA",0.6517
6037214800,"Beverly Grove, Los Angeles, CA",0.651
6037234200,"Leimert Park, Los Angeles, CA",0.6507
6037273902,"Venice, Los Angeles, CA",0.6499
6037206032,"Central LA, Los Angeles, CA",0.6487
6037540700,"South Los Angeles, Los Angeles, CA",0.6482
6037270100,"Palms, Los Angeles, CA",0.6482
6037540600,"South Los Angeles, Los Angeles, CA",0.6474
6037242600,"South Los Angeles, Los Angeles, CA",0.6468
6037241202,"South Los Angeles, Los Angeles, CA",0.6466
6037204420,"Boyle Heights, Los Angeles, CA",0.646
6037700802,"Beverly Hills, CA",0.6457
6037214100,"Central LA, Los Angeles, CA",0.6456
6037275302,"Marina del Rey, CA",0.6453
6037700502,"Central LA, West Hollywood, CA",0.6419
6037602506,"Hawthorne, CA",0.6414
6037265202,"Westwood, Los Angeles, CA",0.6409
6037232200,"South Los Angeles, Los Angeles, CA",0.6405
6037242100,"South Los Angeles, Los Angeles, CA",0.6371
6037701902,"Downtown, Santa Monica, CA",0.6366
